302,Het Che Guevara Chind gha?,Bern,Did Che Guevara have any children?

222,Isch rossrennä ä sport?,Bern,Is horse racing a sport?

176,Wenn isch dr Olof Palme erschossä wordä,Bern,When was Olof Palme shot

490,Weli Unternähme arbeite ir Luft- und Ruumfahrtindustrie und ir Medizin? ,Bern,Which companies work in the aerospace and medical industries? 

394,Wie heisst dr höchst Bärg in Australie?,Bern,What is the name of the highest mountain in Australia?

99,Weli Schriftsteller hei in Istanbul studiert?,Bern,Which writers studied in Istanbul?

108,Weli Büecher het d Danielle Steel geschribä?,Bern,What books did Danielle Steel write?

332,Het Breaking Bad meh Episode aus Game of Thrones?,Bern,Does Breaking Bad have more episodes than Game of Thrones?

248,Wie heisst de lengsti Fluss vo de Welt?,Zentralschweiz,What is the name of the longest river in the world?

254,In welem alta riich sind Kakaobohna Zahligsmittel gsi? ,Graubünden,In which old kingdom were cocoa beans a means of payment? 

17,Was für a Organisation isch im Johr 1950 gründet worda? ,Graubünden,What kind of organisation was founded in 1950? 

348,In wellem Land ligt dr Mount Everest?,Graubünden,In which country is Mount Everest?

534,Wia viel Kaloria hät as Baguette? ,Graubünden,How many calories does a baguette have? 

309,Wär isch dr Sohn vu Sonny und Cher,Graubünden,Who's Sonny and Cher's son?

32,Säg alli Schriftssteller wo dr Nobelpriis gwunna hend,Graubünden,Tell all the writers who have won the Nobel Prize

32,Säg alli Schriftssteller wo dr Nobelpriis gwunna hend?,Graubünden,Tell all the writers who have won the Nobel Prize?

420,Welli Länder händ Ortschafta mit meh als zwai höhlana? ,Graubünden,Which countries have places with more than two cave trailers? 

145,Wär isch dr manager vu Real Madrid?,Graubünden,Who is the manager of Real Madrid?

153,Welli Stadt i Dütschland isch flächamässig dia klinsti?,Graubünden,Which city in Germany is the smallest in terms of area?

285,Welli Sproch wird offiziell in Surinami gredet? ,Graubünden,What is the official language spoken in Surinami? 

477,Tuan alli Gängster us dr Zit vur Prohibition uflista,Graubünden,Lists all gangsters from the time of Prohibition

473,Tuan alli Autos wo in Dütschland produziert werden uflista,Graubünden,Do list all cars that are produced in Germany

98,Wer hed dr John Lennon tötet?,Graubünden,Who killed John Lennon?

98,Wer hed dr John Lennon tötet?,Graubünden,Who killed John Lennon?

98,Wer hed dr John Lennon tötet?,Graubünden,Who killed John Lennon?

115,Wiaviel Fluuglinia ghören zur SkyTeam-Allianz,Graubünden,Many airlines are part of the SkyTeam alliance

115,Wiaviel Fluuglinia ghören zur SkyTeam-Allianz,Graubünden,Many airlines are part of the SkyTeam alliance

39,Tuan alli Schwimmer uflista wo in Moskau gebora worda sin,Graubünden,List all swimmers who were born in Moscow

39,Tuan alli Schwimmer uflista wo in Moskau gebora worda sin,Graubünden,List all swimmers who were born in Moscow

173,Tuan alli Berga uflista wo grösser als dr Nanga Parbat sin,Graubünden,List all mountains larger than Nanga Parbat

65,Wer isch dr Gouverneur vu Wyoming,Graubünden,Who is the Governor of Wyoming

468,Wiaviel Umsatz macht IBM,Graubünden,How much revenue does IBM make?

486,Wem ghört Aldi?,Graubünden,Who owns Aldi?

219,Wer hät Forbes usebracht?,Zürich,Who put Forbes out?

220,Welle Pris hät Douglas Hofstadter gunne?,Zürich,Which prize did Douglas Hofstadter win?

221,Wer isch de jüngsti Dart-Spieler?,Zürich,Who's the youngest darts player?

223,Über welle Fluss füehrt dBrooklyn Bridge?,Zürich,Which river does the Brooklyn Bridge cross?

224,Wie viel Mensche lebed in Pole?,Zürich,How many people live in Poland?

225,Wänn isch die letzti Folg vo Friends usgstrahlt worde?,Zürich,When was the last episode of Friends aired?

226,Heisst dEhefrau vom Präsident Obama Michelle?,Zürich,Is President Obama's wife Michelle?

227,Wer isch de 9. Präsident vode Vereinigte Staate?,Zürich,Who is the 9th President of the United States?

227,Wer isch de 8. Präsident vode Vereinigte Staate?,Zürich,Who is the 8th President of the United States?

228,Wie viel Iwohner hät die Europäischi Union?,Zürich,How many inhabitants does the European Union have?

232,Wie viel Iwohner hät Kairo?,Zürich,How many inhabitants does Cairo have?

417,Wiaviel Sitzplätz hät ds Heimstadion fum FC Porto?,Graubünden,How many seats does the FC Porto home stadium have?

278,Wia viel Iwohner hät dia grösst Stadt fu Kanada?,Graubünden,How many inhabitants does Canada's largest city have?

425,Welli Länder fur Europäischa Union hend dr Euro?,Graubünden,Which countries in favour of the European Union have the euro?

486,Wwm ghört dr Aldi?,Graubünden,Wwm owns the Aldi?

429,Mach a Lista fu allna Profiskater us Schweda.,Graubünden,Make a list of all the professional cats from Sweden.

402,Welles Museum in New York hät dia meista Bsuachenda?,Graubünden,Which museum in New York has the most visitors?

507,Tuan miar alli B-Sitana fu da Ramones uflista.,Graubünden,Let me list all the Ramones' B-sides.

361,Wia heissen d Enkelkinder fum Elvis Presley?,Graubünden,What are the names of Elvis Presley's grandchildren?

4,Wer isch dr Bürgermeister in New York?,Graubünden,Who's the Mayor of New York?

293,Wer alles hät an The Wall fu Pink Floyd mitgschrieba?,Graubünden,Who wrote everything on The Wall by Pink Floyd?

268,Wo isch dr Sitz vo dr Heineken Brauerei?,Ostschweiz,Where is the headquarters of the Heineken Brewery?

164,Wia heisst dr zweithöchsti Berg vo dr Welt?,Ostschweiz,What is the name of the second highest mountain in the world?

254,In welem alta Riich sind Kakaobohna Zahligsmittel gsi?,Ostschweiz,In which old kingdom were cocoa beans a means of payment?

424,Wer isch dr Bürgermeister vo Berlin?,Ostschweiz,Who is the Mayor of Berlin?

247,Wia viel Aldi-Filiala gits?,Ostschweiz,How many Aldi branches are there?

105,In wiaviel Film het dr Leonardo DiCaprio mitgspielt?,Ostschweiz,How many films has Leonardo DiCaprio appeared in?

87,Uf wela Musigalba befindet sich ds Liad Last Christmas?,Ostschweiz,Which music album is the Liad Last Christmas on?

151,Mit wem isch dr Tom Cruise verhürotet gsi?,Ostschweiz,Who was Tom Cruise married to?

248,Wia heisst dr längsti Fluss vo dr Welt?,Ostschweiz,What is the name of the longest river in the world?

60,Seg miar alli Apollo-14-Astronauta?,Ostschweiz,Can you tell me all the Apollo-14 astronauts?

88,Du seg mau wenn isch da Auberta eich zure Provinz wordä?,Bern,When did Auberta actually become a province?

343,Welli Stadt hät ds äuteste no fahrende U-Bahn?,Bern,Which city has the oldest still running metro?

473,"List aui Autos uf, wo ds Dütschland na produziert werdä",Bern,Lists all cars still being produced in Germany

473,"List aui Autos uf, wo ds Dütschland na produziert werdä.",Bern,Lists all cars that are still produced in Germany.

136,Welli Seriä sy vom John Cleese erfunde wordä?,Bern,What series were invented by John Cleese?

510,Wo liggt z Fort Knox?,Graubünden,Where's Fort Knox?

406,Schrieb alli Schauspieler uf wu im Last Action Hero mitgspielt hend,Graubünden,Write down all actors who played in Last Action Hero

466,Mit wem isch d Tochter fum Robert Kennedy verhürotet?,Graubünden,Who is Robert Kennedy's daughter married to?

385,Zeig mir di Autobiographie vom Hemigway?,Zentralschweiz,Show me Hemigway's autobiography?

386,Wie gross isch d Amazon Eve?,Zentralschweiz,How big is the Amazon Eve?

431,List all argentinische Film uf.,Zentralschweiz,Lists all Argentinean films.

432,Wie isch de Michael Jackson gstorbe?,Zentralschweiz,How did Michael Jackson die?

433,Welle US-Bundesstaat isch als letschte anerkannt worde?,Zentralschweiz,Which US state was the last to be recognised?

435,Gib mir d Internetpräsenz von Forbes.,Zentralschweiz,Give me the website of Forbes.

447,Welle US-Bundestaathet die höchsti Bevölkerigsdichti?,Zentralschweiz,Which US state has the highest population density?

449,Wie isch d Vorwahl vo Berlin?,Zentralschweiz,What's the Berlin area code like?

453,Wie vill Mönd het de Mars?,Zentralschweiz,How many months does Mars have?

454,Wie isch de echti Name vom Batman?,Zentralschweiz,What's Batman's real name?

24,Welli US-Staate liegen i de gliiche Ziitzone wie Utah?,Zentralschweiz,Which US states are in the same time zone as Utah?

25,I wellne US-Staate gits Goldvorkomme?,Zentralschweiz,In which US states are there gold deposits?

26,Mit wem isch d Tochter vo de Ingrid Berman verhüratet?,Zentralschweiz,Who is Ingrid Berman's daughter married to?

27,Wie tüüf isch de Lake Placid?,Zentralschweiz,How deep is Lake Placid?

28,Liste alli Musee in London uf.,Zentralschweiz,List all museums in London.

29,Welli Höhlene hend mel als drü Iigäng?,Zentralschweiz,Which caves have more than three entrances?

34,Wenn isch d Friiheitstatue baut worde?,Zentralschweiz,When was the Statue of Liberty built?

35,Welli Staate grenzed a Illinois?,Zentralschweiz,Which states border Illinois?

36,Wer het Mincraft entwicklet?,Zentralschweiz,Who developed Mincraft?

38,I wellne Film het de Jesse Eisenberg mitgspillt?,Zentralschweiz,What film did Jesse Eisenberg star in?

345,Wia viel Menscha leben in Eurasia?,Ostschweiz,How many people live in Eurasia?

324,Wer het d Musig für Harold und Maude gschrieba?,Ostschweiz,Who wrote the music for Harold and Maude?

465,Weli dütscha Städt hen meh als 250000 Iiwohner?,Ostschweiz,"Which German cities have more than 250,000 inhabitants?"

411,Weli amerikanischa Präsidenta sind während em Vietnamchriag im Amt gsi?,Ostschweiz,Which American presidents were in office during the Vietnam War?

193,An welera Universität het dia dütsch Kanzlerin Angela Merkel gstudiart?,Ostschweiz,At which university did German Chancellor Angela Merkel study?

326,Weli Stadt het dia wenigsta Iiwohner?,Ostschweiz,Which city has the fewest inhabitants?

39,"List alli Schwimmer uuf, wo in Moskau gebora sind.",Ostschweiz,List all swimmers born in Moscow.

434,Zu welera Klass ghört dr Tuusigfüassler?,Ostschweiz,Which class does the centipede belong to?

342,Wo isch dr Bach gebora?,Ostschweiz,Where was Bach born?

277,Wia viel Iiwohner het dr Irak?,Ostschweiz,How many inhabitants does Iraq have?

504,Mit wem isch d Tochter vum Bill Clinton verhürotet?,Graubünden,Who is Bill Clinton's daughter married to?

345,Wiaviel Menscha leben in Eurasia?,Graubünden,How many people live in Eurasia?

416,Sind Taiko a Art vu japanischa MusiKinstrument?,Graubünden,Are Taiko a kind of Japanese musical instrument?

346,Wia präsentiart d BBC d Wildlife Specials?,Graubünden,How does the BBC present the Wildlife Specials?

423,Wia isch ds Geburtstagsdatum vur Angela Merkel?,Graubünden,What's Angela Merkel's birthday?

179,Isch dr Darth Vader dr Papi vom Luke?,Graubünden,Is Darth Vader Luke's daddy?

438,Wia heisst dr höchsti Ort vu Karakoram?,Graubünden,What is the name of the highest place in the Karakoram?

204,In wellam Land entspringt dr Nil?,Graubünden,In which country does the Nile originate?

543,Welli Brauerei gits in Nordrhein Westphalen?,Graubünden,Which breweries are there in North Rhine Westphalia?

301,Wia viel Sprocha werden in Turkmenistan gredat?,Graubünden,How many languages are spoken in Turkmenistan?

211,Wia heissen dEntwickler vu DBpedia?,Graubünden,What are the names of the developers of DBpedia?

336,Wia viel hät Pulp Ficiton kostet?,Graubünden,How much did Pulp Ficiton cost?

12,Zaig dEnkelkinder vum Bruce Lee?,Graubünden,Bruce Lee's grandchildren?

81,Welli Schauspieler sind in Dütschland gebora? ,Graubünden,Which actors were born in Germany? 

464,Welli Weltruumsonda sind in dr Orbit vu da Sunna gschickt worda?,Graubünden,Which space probes have been sent into the orbit of the Sun?

481,Welli Länder händ meh als 10 Vulkan? ,Graubünden,Which countries have more than 10 volcanoes? 

481,Welli Länder händ meh als 10 Vulkän? ,Graubünden,Which countries have more than 10 volcanoes? 

330,Sind dEltera vum Prinz Harry und vum Prinz William dia glicha? ,Graubünden,Are the parents of Prince Harry and Prince William the same? 

323,Wia viel Kosta hät dr Lego-Movie verursacht? ,Graubünden,How much did the Lego movie cost? 

528,Wia isch dr Muhammad gstorba?,Graubünden,How did Muhammad die?

353,Wär isch in da grossa Pyramida vu Gyzeh beärdigt worda? ,Graubünden,Who was buried in the Great Pyramid of Gyzeh? 

234,Was isch s letzte Werk vom Dan Brown?,Zentralschweiz,What is Dan Brown's latest work?

15,Welle Staat in de USA het die höchsti Bevölkerigsdichti?,Zentralschweiz,Which state in the US has the highest population density?

364,I wellere Ziitzone isch San Pedro de Atacama?,Zentralschweiz,What time zone is San Pedro the Atacama in?

485,List alli düütsche wiibliche Bundeskanzler uf.,Zentralschweiz,List all German female Chancellors.

86,Wer het de Goofy erfunde?,Zentralschweiz,Who invented Goofy?

47,Welli Bruggene füehred über d Seine?,Zentralschweiz,Which bridges cross the Seine?

369,Hett de Elvis Presley Chind gha?,Zentralschweiz,Did Elvis Presley have any children?

314,Wie heisst s eltiste Kind vo de Meryl Streep?,Zentralschweiz,What's the name of Meryl Streep's oldest child?

131,Wo isch de Amtssitz vom spanische Premierminister?,Zentralschweiz,Where is the seat of the Spanish Prime Minister?

407,Wer het de Plute entdeckt?,Zentralschweiz,Who discovered the Plute?

501,Wenn het de Lance Bass ghüratet?,Zentralschweiz,When did Lance Bass get married?

147,Welli Fiirtäg gits uf de Welt?,Zentralschweiz,What are the holidays in the world?

155,Welles isch de liechtischti Mond vom Jupiter?,Zentralschweiz,Which is the lightest moon of Jupiter?

535,Welli Bibliotheke sind vor 1400 gründet worde?,Zentralschweiz,Which libraries were founded before 1400?

97,Welles dind die grösste Balligszentre im Bundestaat Washington?,Zentralschweiz,What are the major urban centres in Washington State doing?

537,Welles MUesem stellt de Schrei vo Munch us?,Zentralschweiz,What must exhibit the cry of Munch?

104,Was isch die schlechtischti Platzierig vo Brasilie i de FIFA-Weltrangliiste gsi?,Zentralschweiz,What was Brazil's worst ranking in the FIFA World Rankings?

460,List alli usgstorbene Tier uf.,Zentralschweiz,Lists all extinct animals.

116,Welli Schiff sind nach em Bejamin Franklin benannt worde.,Zentralschweiz,Which ships are named after Bejamin Franklin.

86,Wer het de Goofy erfunde?,Zentralschweiz,Who invented Goofy?

175,Welles sind d Fachgebiert vom UNC Health Care?,Zentralschweiz,Who are the experts at UNC Health Care?

213,Ghöred Baumstiiger zu de Amphibie?,Zentralschweiz,Are tree climbers an amphibian?

440,Welli Schauspieker spielled in Big Bang Theroy mit=?,Zentralschweiz,Which actors are in Big Bang Theroy=?

444,"Liste englischi Schauspiiler uf, wo in Lovsick mitspilled.",Zentralschweiz,List all english actors acting in Lovsick.

236,Wer isch de Autor vom Buech Traumdüütig?,Zentralschweiz,Who is the author of the book Dream Interpretation?

197,Ish d Kubakriise vor de Invasion vo de Schweinebucht gsi?,Zentralschweiz,Was the Cuban Missile Crisis before the Bay of Pigs invasion?

403,Wie heisst s erste Album vo Queen?,Zentralschweiz,What's the name of Queen's first album?

376,Welli Regierigsfrom het Russland?,Zentralschweiz,What government of Russia has?

520,I weller Stadt het d Aur China de Unternehmigssitz?,Zentralschweiz,In which city is Aur China headquartered?

371,I wellere stadt läbt dr sylvester stallone? ,Bern,What town does Sylvester Stallone live in? 

31,weles si luutem ign di 10 beste aktion rollespiu füre pc?,Bern,What are the 10 best action role-playing games for the PC?

371,I wellere stadt läbt dr sylvester stallone? ,Bern,What town does Sylvester Stallone live in? 

31,weles si luutem ign di 10 beste aktion rollespiu füre pc?,Bern,What are the 10 best action role-playing games for the PC?

278,wi viu ihwohner het di grössti stadt vo kanada?,Bern,how many inhabitants does Canada's largest city have?

289,schrib aui spieler uf wo vo mean hamster software si veröffentlichet worde,Bern,Write down all players released by a hamster software

304,zu welere partei ghört dr bürgermeister vo paris? ,Bern,Which party does the Mayor of Paris belong to? 

330,hei prinz harry und prinz william di gliche eutere? ,Bern,Do Prince Harry and Prince William have the same parents? 

244,i welere programmsprach isch gimp gschribe? ,Bern,in which language is gimp written? 

374,wi heisst d houptstadt vo kanada? ,Bern,What's the name of the capital of Canada? 

68,schrib aui schouspieler uf wo nach 1950 in paris si gebore,Bern,write down all actors who were born in Paris after 1950

277,wi viu ihwohner het dr irak,Bern,how many inhabitants does Iraq have

120,Welle Dichter het die meiste Bücher gschribe?,Zentralschweiz,Which poet wrote the most books?

123,I wellene Film het de Clint Eastwood Regie gführt und mitgspilt?,Zentralschweiz,Which film did Clint Eastwood direct and star in?

126,Wie vill Fluglinie ghöred zur Star Alliance?,Zentralschweiz,How many airlines are part of the Star Alliance?

128,Wer het d Tribute vo Panem gschribe?,Zentralschweiz,Who wrote the Panem tributes?

129,Für welles Label het de Elvis siis erste Album ufgnoo?,Zentralschweiz,Which label did Elvis record his first album for?

130,Spilt de Christian Bale in Batman Begins mit?,Zentralschweiz,Is Christian Bale in Batman Begins?

132,Welle Schauspiiler het i de meiste Film mitgspilt?,Zentralschweiz,Which actor has starred in the most films?

256,Wer het de Soundtrack zum Film Titanic vom Camerons gschribe?,Zentralschweiz,Who wrote the soundtrack to Cameron's film Titanic?

257,Wie lang gaht de Film Toy Story?,Zentralschweiz,How long does the film Toy Story run?

261,Wer isch de Bürgermeister vo Paris?,Zentralschweiz,Who's the Mayor of Paris?

395,Wer hät de Almanach vum alta Bur gschrieba?,Graubünden,Who wrote Old Bur's Almanac?

366,An wa isch de Bruce Carver gstorba?,Graubünden,And what did Bruce Carver die of?

518,Wora isch de Abraham Lincoln gstorba?,Graubünden,What did Abraham Lincoln die of?

13,Weli andri Waffa si vum Designr vu dr Uzi entwicklet worda?,Graubünden,What other weapons were developed by the designer of the Uzi?

133,"Tua alli Ländr uflista, wo meh als zwei offizielli Landessproche hen.",Graubünden,List all countries that have more than two official national languages.

280,"Tua alli Schauspielr uflista, wo in de Film, untr dr Regie vu William Shatner, mitgspielt hen.",Graubünden,"Open up all the actors who acted in the movie, directed by William Shatner."

280,"Tua alli Schauspielr uflista, wo in de Film, untr dr Regie vu William Shatner, mitgspielt hen.",Graubünden,"Open up all the actors who acted in the movie, directed by William Shatner."

338,Hen Urdu und Persisch gmeinsami Wurzla?,Graubünden,Do Urdu and Persian have common roots?

461,Wer isch d'Ehefrau vum Präsident Lincoln gsi?,Graubünden,Who was President Lincoln's wife?

421,Weli Flughäfa gits in Kalifornia (USA)?,Graubünden,Which airports are there in California (USA)?

296,Wer isch mitm Präsident Chirac verhürotet gsi?,Graubünden,Who was married to President Chirac?

133,"Tua alli Ländr uflista, wo meh als zwei offizielli Landessprocha hen.",Graubünden,List all countries that have more than two official national languages.

68,Welli Schauspiiler sind alles nach 1950 in Paris gebore?,Zentralschweiz,Which actors were born in Paris after 1950?

396,Wie heisst die chinesischi Währig?,Zentralschweiz,What is the name of the Chinese currency?

316,Für was staht IYCM?,Zentralschweiz,What does IYCM stand for?

405,Wie heist de letschti Film mitem Alec Guiness?,Zentralschweiz,What's the name of the last film with Alec Guiness?

439,Wenn isch Finnland de EU biiträte?,Zentralschweiz,When did Finland join the EU?

473,Welli Autos sind in Düütschland produziert worde?,Zentralschweiz,Which cars were produced in Germany?

344,Wer het d Brooklyn Bridge entworfe?,Zentralschweiz,Who designed the Brooklyn Bridge?

437,Wer het de Sturm im Meer von Galiläa gmalet?,Zentralschweiz,Who painted the storm in the Sea of Galilee?

191,Wie heisst de König vo Holland?,Zentralschweiz,What's the name of the King of Holland?

182,List alle Fuesballverein us Spanie uf.,Zentralschweiz,Lists all football clubs in Spain.

233,Lebt de Frank Herbet no?,Zürich,Is Frank Herbet still alive?

235,Wo isch dSungkyunkwan Universität?,Zürich,Where is Sungkyunkwan University?

238,Wer hät Slack entwicklet?,Zürich,Who developed Slack?

239,Vo wo chunt de Carolina Reaper?,Zürich,Where's Carolina Reaper from?

242,Wie heisst dEhefrau vom Präsident Lincoln Mary?,Zürich,What's the name of President Lincoln's wife Mary?

245,A wellere Universität hät dAngela Merkel studiert?,Zürich,At which university did Angela Merkel study?

246,Für welli Musicals hät de Elton John dMusig gschriebe?,Zürich,Which musicals did Elton John write the music for?

250,Welli Firme produziered Luftchüssifahrzüg?,Zürich,Which companies produce hovercraft?

252,Zu wellere Spezie ghöred Elefante?,Zürich,Which species do elephants belong to?

253,Wie viel Mensche lebed ide Hauptstadt vo Australie?,Zürich,How many people live in the capital of Australia?

73,Wer isch 1978 de President vo Pakistan gsi?,Zentralschweiz,Who was the President of Pakistan in 1978?

255,Wie vill Theorie het de Albert Einstein gha?,Zentralschweiz,How many theories did Albert Einstein have?

470,Wer spricht de Bart Simpson?,Zentralschweiz,Who's Bart Simpson?

79,Welli Biersorte hend de Urpsrung in Irland?,Zentralschweiz,What types of beer originate in Ireland?

384,I wellne Film hend d Julia Roberts und de Reichard Gere zeme mitgspillt?,Zentralschweiz,In which film did Julia Roberts and Reichard Gere star together?

249,Wenn isch de John Adams gebore?,Zentralschweiz,When was John Adams born?

94,Wo isch die früherig holländischi Königin Juliana begrabe?,Zentralschweiz,Where is the former Dutch Queen Juliana buried?

543,Welli Brauereie gits in Nordrein Westfalen?,Zentralschweiz,Which breweries are there in Nordrein Westfalen?

441,Wela Informatikr hät en Oscar gwunna?,Graubünden,Which computer scientist won an Oscar?

40,Tuan alli Kosmonauta uflista.,Graubünden,Make a list of all the cosmonauts.

373,Wer hät das Lied Hotel California gschrieba?,Graubünden,Who wrote the song Hotel California?

5,In welna Ländr hät es Ort mit meh als zwei Höhla?,Graubünden,In which countries has a place with more than two caves?

309,Wer isch de Sohn vu Sonny und Cher?,Graubünden,Who's Sonny and Cher's son?

434,Zu welra Klassa ghört de Tusigfüasslr?,Graubünden,Which class does the centipede belong to?

391,Wer hät Titlmelodie vu Game of Thrones gschrieba?,Graubünden,Who wrote the theme tunes for Game of Thrones?

284,List alli Spiel vu GMT uf.,Graubünden,Lists all games of GMT.

341,Tua alli Büachr us Asimovs Foundation-Seria uflista.,Graubünden,List all the books from Asimov's Foundation series.

234,Was isch z'letschta Werk vum Dan Brown?,Graubünden,What is Dan Brown's latest work?

388,List aui kanadische Grunge Plattelabels uf.,Bern,Lists all Canadian grunge record labels.

390,Wer isch dr Gründer vo Penguin Books?,Bern,Who is the founder of Penguin Books?

399,Isch ds Rita Wilson d‘Ehefrou vom Tom Hanks?,Bern,Is that Rita Wilson the wife of Tom Hanks?

400,Ih welne Länder redä d‘Mönsche japanisch?,Bern,In which countries do people speak Japanese?

401,Wele Fium vom Tim Burton hät da gröschte Budget?,Bern,Which Tim Burton film has the biggest budget?

413,Wieviu Goudmedaillie het dr Michael Phelps bi dr Olympische Spiu 2008 gwunne?,Bern,How many gold medals did Michael Phelps win at the 2008 Olympic Games?

415,Wele Bruef het dr Frank Herbert?,Bern,What's Frank Herbert's job?

427,Ih welem Land isch dr Bill Gates ufd Wäut cho?,Bern,In which country was Bill Gates born?

428,Wieviu Enkelchind het dr Jacques Cousteau gha?,Bern,How many grandchildren did Jacques Cousteau have?

430,Weli Monarchä usem Vereinigte Chönigriich sy mit me Düütsche ghürate gsy?,Bern,Which monarchs from the United Kingdom were married to a German?

60,zell mir alli Apollo-14 astronoute uf,Ostschweiz,list all Apollo-14 astronauts

446,i wellere Stadt isch de Präsident bu Montenegro gebore?,Ostschweiz,In which city was the President of Montenegro born?

191,wie heisst de König vu holland?,Ostschweiz,What's the name of the King of Holland?

161,wer het de agent wmith i de matrix gspilt?,Ostschweiz,Who played Agent Wmith in the Matrix?

421,welli flughäfe gits i Kalifornie ide USA?,Ostschweiz,which airports are there in California in the USA?

198,welli zuetate brucht mer für en Karottekueche?,Ostschweiz,What ingredients do you need for a carrot cake?

481,welli länder hend meh als 10 vulkan?,Ostschweiz,Which countries have more than 10 volcanoes?

80,über welli länder erstrekend sich d Himalaya gebirge?,Ostschweiz,Which countries are covered by the Himalayan Mountains?

508,wem het mer Scarface gseit?,Ostschweiz,Who'd they tell Scarface to?

268,wo het d Heineken Brauerei ihren Sitz?,Ostschweiz,where is the Heineken Brewery based?

182,tuan alli fuassballverein us spania uflista,Graubünden,tu list all football clubs from Spain

363,an wellna militärischa konflikt het dr lawrence vu arabia teilgno?,Graubünden,What military conflict did Lawrence of Arabia take part in?

5,in wellna länder gits ort mit me als zwei höhlena?,Graubünden,in which countries are there places with more than two caves?

264,flüsst d isar in a see?,Graubünden,Does the Isar flow into a lake?

365,tuan alli büacher mit me als 300 sitena vum william goldmann uflista,Graubünden,lists all books with more than 300 pages by William Goldmann

426,welli software isch durch mean hamster software veröffentlicht worda?,Graubünden,which software has been released by my hamster software?

411,welli amerikanischi präsidenta sind während em vietnamkriag im amt ksi?,Graubünden,Which American presidents were in office during the Vietnam War?

336,wia viel het pulp fiction kostet?,Graubünden,How much did Pulp Fiction cost?

59,wia viel ihwohner het maribor?,Graubünden,how many inhabitants is Maribor?

404,wia heisst dr ersti nama vur band queens of the stone age?,Graubünden,what is the first name of the band Queens of the Stone age?

421,Weli Flughäfe gids ds Kaliforniä ir USA?,Bern,Which airports are there in California in the USA?

